timestamp,department,item_name,item_category,current_stock,patient_volume,acuity_level,procedure_count,recent_usage_rate,supplier_delay_days,day_of_week,hour,season,reorder_point,unit_cost,supplier_reliability_score,pack_time_minutes,clinical_criticality,actual_usage_next_24h
2026-09-14T14:49:27.681123,Med-Surg,Surgical Tray,Surgical Supplies,83,8,1.03,4,14.25,5.35,2,12,Summer,29,67.21,0.94,1.07,4,15.47
2026-09-14T14:49:27.682134,ICU,Foley Catheter Kit,Catheterization,29,9,3.49,6,14.23,6.2,4,8,Spring,44,52.66,0.86,8.15,3,17.22
2026-09-14T14:49:27.682643,Outpatient Clinic,IV Start Kit,IV Supplies,80,9,1.48,4,4.15,0.51,1,4,Spring,27,44.87,0.86,4.11,3,7.71
2026-09-14T14:49:27.682643,Surgery,Patient Monitoring Leads,Monitoring,14,11,1.36,2,5.17,2.24,5,14,Spring,37,86.0,1.0,4.73,4,4.52
2026-09-14T14:49:27.682643,Emergency Department,Patient Monitoring Leads,Monitoring,23,12,3.26,4,14.29,5.03,4,6,Autumn,33,103.97,0.76,4.53,4,15.45
2026-09-14T14:49:27.683651,Emergency Department,Foley Catheter Kit,Catheterization,57,13,3.57,7,11.78,3.52,5,15,Winter,16,67.97,0.76,8.69,3,13.32
2026-09-14T14:49:27.683651,Labor and Delivery,Nitrile Gloves Medium,PPE,15,4,3.41,2,13.41,3.03,0,7,Autumn,24,10.45,0.89,1.67,2,17.15
2026-09-14T14:49:27.683651,Outpatient Clinic,Nitrile Gloves Large,PPE,68,16,2.34,4,6.8,0.79,6,10,Autumn,36,57.19,0.95,8.58,2,6.5
2026-09-14T14:49:27.684648,Emergency Department,Surgical Tray,Surgical Supplies,35,10,3.3,6,10.07,5.32,6,8,Summer,37,58.92,0.75,3.32,4,8.55
2026-09-14T14:49:27.684648,ICU,Nitrile Gloves Large,PPE,90,13,2.24,4,13.2,6.15,1,11,Summer,24,83.91,0.88,2.2,2,18.5
2026-09-14T14:49:27.685442,Surgery,Saline Flush,IV Supplies,27,8,1.79,4,11.03,1.92,3,6,Spring,19,99.46,0.94,8.0,2,10.74
2026-09-14T14:49:27.685950,Med-Surg,Saline Flush,IV Supplies,88,9,1.09,1,13.43,2.08,4,23,Spring,15,64.63,0.76,5.63,2,15.94
2026-09-14T14:49:27.685950,Outpatient Clinic,Nasal Cannula,Respiratory,75,14,2.73,1,14.99,2.62,6,9,Summer,36,36.6,0.71,4.7,3,18.91
2026-09-14T14:49:27.685950,Surgery,Patient Monitoring Leads,Monitoring,52,8,1.05,4,2.07,6.6,4,20,Winter,19,58.89,0.72,6.74,4,1.08
2026-09-14T14:49:27.687482,Surgery,Sterile Gauze,Wound Care,70,12,1.69,8,12.46,5.15,0,13,Summer,41,68.49,0.9,7.1,2,14.82
2026-09-14T14:49:27.687482,Labor and Delivery,Surgical Tray,Surgical Supplies,9,20,2.66,4,9.54,3.44,5,13,Spring,29,102.97,0.71,2.54,4,10.17
2026-09-14T14:49:27.688491,Outpatient Clinic,Surgical Tray,Surgical Supplies,44,10,2.21,4,9.71,2.81,5,19,Autumn,38,63.79,0.73,6.46,4,8.42
2026-09-14T14:49:27.689002,Labor and Delivery,Sterile Gauze,Wound Care,60,7,1.86,4,14.65,3.52,6,20,Spring,29,52.45,0.83,4.56,2,17.36
2026-09-14T14:49:27.689002,Emergency Department,Saline Flush,IV Supplies,98,8,3.37,3,14.25,0.99,6,4,Autumn,12,147.8,0.75,2.03,2,16.76
2026-09-14T14:49:27.690005,Labor and Delivery,Patient Monitoring Leads,Monitoring,60,6,2.07,2,12.52,1.45,5,23,Summer,32,15.24,0.95,7.36,4,11.33
2026-09-14T14:49:27.690005,Radiology,Patient Monitoring Leads,Monitoring,73,10,1.91,1,4.27,6.19,0,22,Summer,40,59.66,0.91,3.54,4,2.4
2026-09-14T14:49:27.691005,Emergency Department,Syringe 10ml,IV Supplies,80,8,3.52,6,8.28,5.95,6,2,Autumn,27,18.92,0.91,4.75,3,8.1
2026-09-14T14:49:27.691005,Radiology,Blood Draw Kit,Lab Supplies,17,10,2.54,6,13.11,1.57,2,2,Winter,43,135.53,0.88,6.19,2,10.33
2026-09-14T14:49:27.692510,Radiology,Patient Monitoring Leads,Monitoring,36,13,1.26,5,4.84,6.18,6,21,Autumn,22,93.71,0.88,1.48,4,7.18
2026-09-14T14:49:27.693086,Med-Surg,Nasal Cannula,Respiratory,85,6,2.05,3,5.79,1.85,1,14,Summer,22,70.48,0.84,7.85,3,6.28
2026-09-14T14:49:27.693086,ICU,IV Start Kit,IV Supplies,34,9,1.51,1,6.43,3.82,3,14,Winter,19,116.15,0.74,6.64,3,4.64
2026-09-14T14:49:27.694093,Radiology,IV Start Kit,IV Supplies,61,9,1.48,1,5.09,0.82,0,12,Spring,17,42.52,0.75,4.42,3,4.7
2026-09-14T14:49:27.694093,Surgery,Foley Catheter Kit,Catheterization,47,11,2.67,7,5.68,3.22,0,20,Summer,11,100.35,0.98,3.39,3,8.76
2026-09-14T14:49:27.694600,Emergency Department,Wound Care Pack,Wound Care,23,7,2.86,5,10.82,4.03,3,22,Autumn,28,47.13,0.8,1.71,3,8.62
2026-09-14T14:49:27.694600,ICU,Blood Draw Kit,Lab Supplies,67,9,1.49,3,7.83,6.44,2,23,Spring,18,112.8,0.93,6.2,2,7.83
2026-09-14T14:49:27.695610,Surgery,Blood Draw Kit,Lab Supplies,9,13,3.59,5,5.89,1.2,5,1,Spring,12,51.65,0.83,8.48,2,7.18
2026-09-14T14:49:27.696120,Emergency Department,Nitrile Gloves Large,PPE,42,6,2.9,3,4.83,0.6,2,17,Winter,37,131.02,0.86,7.3,2,4.18
2026-09-14T14:49:27.696625,ICU,Saline Flush,IV Supplies,93,16,1.76,2,6.7,1.1,5,4,Winter,11,110.96,0.71,6.93,2,5.47
2026-09-14T14:49:27.696625,ICU,Nasal Cannula,Respiratory,76,9,1.15,2,4.94,4.49,0,9,Spring,30,111.9,0.72,9.06,3,5.59
2026-09-14T14:49:27.698157,Radiology,IV Start Kit,IV Supplies,21,10,3.5,4,9.49,5.45,4,16,Summer,44,3.01,0.9,1.69,3,14.12
2026-09-14T14:49:27.698157,Outpatient Clinic,Oxygen Mask,Respiratory,94,9,2.97,4,3.51,4.48,2,14,Autumn,44,11.98,0.81,5.96,4,1.0
2026-09-14T14:49:27.699127,ICU,Surgical Tray,Surgical Supplies,28,11,1.77,2,10.79,4.78,6,14,Spring,13,83.67,0.71,9.17,4,10.99
2026-09-14T14:49:27.699635,Labor and Delivery,Syringe 10ml,IV Supplies,35,5,3.91,3,8.04,2.97,4,15,Summer,39,112.98,0.86,7.1,3,7.77
2026-09-14T14:49:27.700644,Labor and Delivery,Foley Catheter Kit,Catheterization,64,9,2.97,0,14.26,2.04,3,3,Winter,32,75.32,0.83,3.25,3,12.24
2026-09-14T14:49:27.701152,ICU,Nitrile Gloves Large,PPE,10,8,1.82,0,14.72,6.78,3,16,Winter,28,52.2,0.9,8.25,2,16.92
2026-09-14T14:49:27.701152,Radiology,IV Start Kit,IV Supplies,88,9,2.36,5,4.58,0.93,4,14,Winter,32,62.87,0.75,2.54,3,8.02
2026-09-14T14:49:27.702163,Radiology,Saline Flush,IV Supplies,62,8,1.16,2,5.05,5.9,5,12,Summer,26,35.11,0.96,9.34,2,4.61
2026-09-14T14:49:27.702668,ICU,Syringe 10ml,IV Supplies,58,7,1.03,7,9.36,0.54,1,14,Summer,17,135.68,0.81,5.95,3,10.1
2026-09-14T14:49:27.703679,Radiology,Sterile Gauze,Wound Care,21,7,1.78,1,4.51,0.83,6,11,Winter,39,42.32,0.8,6.97,2,3.76
2026-09-14T14:49:27.703679,Med-Surg,Surgical Tray,Surgical Supplies,41,12,3.08,3,13.84,4.06,0,5,Summer,45,61.45,0.74,2.54,4,15.85
2026-09-14T14:49:27.704389,Surgery,Foley Catheter Kit,Catheterization,38,7,1.78,5,10.74,5.87,0,3,Spring,27,7.27,0.9,5.82,3,14.24
2026-09-14T14:49:27.705403,Radiology,Saline Flush,IV Supplies,72,8,3.98,7,8.08,4.53,3,9,Spring,11,49.88,0.87,8.66,2,10.74
2026-09-14T14:49:27.705403,Outpatient Clinic,Oxygen Mask,Respiratory,8,11,1.76,5,9.83,3.83,2,10,Autumn,20,127.11,0.8,7.09,4,11.9
2026-09-14T14:49:27.706404,Emergency Department,Wound Care Pack,Wound Care,70,13,1.0,2,8.03,6.63,0,12,Autumn,46,97.74,0.76,2.1,3,7.52
2026-09-14T14:49:27.706404,ICU,Saline Flush,IV Supplies,93,16,2.4,0,3.06,2.18,3,6,Autumn,11,64.25,0.86,2.57,2,4.05
2026-09-14T14:49:27.707399,Surgery,Syringe 10ml,IV Supplies,35,13,3.42,2,6.72,4.05,4,17,Autumn,23,120.13,0.96,2.36,3,9.15
2026-09-14T14:49:27.707399,Labor and Delivery,Nitrile Gloves Large,PPE,60,13,3.04,2,5.54,1.92,3,20,Autumn,23,66.63,0.71,7.16,2,7.49
2026-09-14T14:49:27.708400,Emergency Department,Nasal Cannula,Respiratory,91,10,1.4,4,7.23,5.24,2,13,Summer,42,2.54,0.8,5.99,3,10.61
2026-09-14T14:49:27.708908,Outpatient Clinic,Wound Care Pack,Wound Care,70,11,1.72,2,4.3,6.92,2,21,Spring,25,149.34,0.87,8.31,3,5.18
2026-09-14T14:49:27.708908,ICU,Oxygen Mask,Respiratory,5,9,3.05,3,9.52,5.01,4,19,Winter,48,130.99,0.85,7.57,4,8.11
2026-09-14T14:49:27.709917,Med-Surg,PPE Gown,PPE,90,8,3.39,3,5.67,2.44,4,8,Autumn,28,124.95,0.99,5.27,3,7.14
2026-09-14T14:49:27.710924,Outpatient Clinic,Patient Monitoring Leads,Monitoring,15,11,1.12,4,13.67,5.76,2,19,Spring,16,96.32,0.84,2.71,4,16.05
2026-09-14T14:49:27.711654,Surgery,Nitrile Gloves Medium,PPE,41,12,3.03,5,3.57,4.3,6,21,Winter,28,11.97,0.75,1.55,2,7.52
2026-09-14T14:49:27.711654,Med-Surg,IV Start Kit,IV Supplies,71,9,2.2,3,10.58,3.37,3,5,Autumn,32,62.54,0.92,2.22,3,10.59
2026-09-14T14:49:27.712663,Emergency Department,Foley Catheter Kit,Catheterization,54,9,1.38,3,2.76,4.09,5,17,Winter,44,17.91,0.78,3.66,3,2.05
2026-09-14T14:49:27.713671,Med-Surg,Sterile Gauze,Wound Care,47,9,1.43,3,14.21,5.41,6,8,Autumn,39,12.49,0.84,6.67,2,16.62
2026-09-14T14:49:27.714178,Labor and Delivery,Foley Catheter Kit,Catheterization,5,8,2.81,4,13.64,1.47,3,21,Spring,36,51.61,0.96,1.12,3,16.14
2026-09-14T14:49:27.715188,Labor and Delivery,IV Start Kit,IV Supplies,66,8,1.07,1,4.46,3.49,5,4,Spring,42,125.39,0.76,4.97,3,3.63
2026-09-14T14:49:27.715188,ICU,Nasal Cannula,Respiratory,92,10,2.89,6,10.13,4.22,4,21,Autumn,14,90.85,0.93,5.71,3,9.51
2026-09-14T14:49:27.716190,ICU,Sterile Gauze,Wound Care,43,9,1.04,3,7.01,6.06,4,18,Summer,17,40.96,0.76,5.27,2,9.82
2026-09-14T14:49:27.717187,Surgery,PPE Gown,PPE,64,7,3.75,7,7.87,6.59,0,16,Autumn,35,113.64,0.9,2.49,3,14.16
2026-09-14T14:49:27.718189,Outpatient Clinic,Sterile Gauze,Wound Care,10,6,2.66,1,10.72,4.67,2,14,Winter,49,98.12,0.87,1.2,2,11.89
2026-09-14T14:49:27.718698,Outpatient Clinic,Patient Monitoring Leads,Monitoring,49,7,1.54,5,5.65,2.77,2,18,Summer,48,36.48,0.96,8.48,4,7.19
2026-09-14T14:49:27.719708,Med-Surg,Blood Draw Kit,Lab Supplies,69,7,2.0,6,11.0,1.41,2,7,Autumn,47,60.71,0.86,9.97,2,12.89
2026-09-14T14:49:27.720709,Med-Surg,Nasal Cannula,Respiratory,50,11,1.38,5,14.2,2.77,6,0,Winter,48,83.24,0.87,2.89,3,13.97
2026-09-14T14:49:27.720709,Surgery,Blood Draw Kit,Lab Supplies,55,9,2.69,6,3.73,2.2,4,16,Autumn,11,43.58,0.7,5.47,2,6.09
2026-09-14T14:49:27.722093,Labor and Delivery,Sterile Gauze,Wound Care,18,5,2.72,1,11.29,2.85,4,2,Spring,10,29.85,0.71,8.75,2,10.6
2026-09-14T14:49:27.722599,Surgery,Syringe 10ml,IV Supplies,93,8,3.43,3,4.14,1.68,6,17,Spring,34,83.49,0.88,4.84,3,3.1
2026-09-14T14:49:27.723608,Outpatient Clinic,Saline Flush,IV Supplies,14,10,1.85,2,10.44,4.85,0,3,Winter,25,50.25,0.87,7.36,2,11.89
2026-09-14T14:49:27.724607,Labor and Delivery,Nitrile Gloves Large,PPE,83,12,3.8,4,5.0,6.33,4,10,Summer,46,21.15,0.96,5.5,2,3.24
2026-09-14T14:49:27.724607,Emergency Department,Nitrile Gloves Large,PPE,75,8,1.63,9,10.73,5.24,6,9,Summer,15,55.36,0.74,2.86,2,13.32
2026-09-14T14:49:27.726116,Med-Surg,Oxygen Mask,Respiratory,87,9,2.57,6,10.55,4.67,5,18,Winter,34,135.54,0.78,8.31,4,11.97
2026-09-14T14:49:27.726116,Surgery,Saline Flush,IV Supplies,21,8,3.57,5,8.51,4.7,1,18,Spring,43,10.02,0.75,1.05,2,7.84
2026-09-14T14:49:27.727121,Surgery,Saline Flush,IV Supplies,52,8,3.26,6,10.81,2.14,2,2,Spring,49,129.02,0.99,2.96,2,12.97
2026-09-14T14:49:27.727671,Emergency Department,Syringe 10ml,IV Supplies,67,12,2.81,6,11.06,2.86,0,23,Autumn,32,92.0,0.79,3.93,3,14.12
2026-09-14T14:49:27.728192,Outpatient Clinic,Wound Care Pack,Wound Care,31,12,1.81,5,2.14,4.04,0,1,Spring,24,53.9,0.8,5.68,3,4.38
2026-09-14T14:49:27.728192,Outpatient Clinic,Nasal Cannula,Respiratory,29,7,2.99,4,12.66,4.72,0,10,Winter,25,38.87,0.93,5.62,3,13.61
2026-09-14T14:49:27.729201,ICU,Patient Monitoring Leads,Monitoring,10,8,1.78,0,6.89,4.21,0,4,Spring,11,0.53,0.97,8.59,4,6.15
2026-09-14T14:49:27.730707,Radiology,Sterile Gauze,Wound Care,22,12,3.12,2,11.67,5.12,1,8,Summer,45,137.72,0.73,3.09,2,13.88
2026-09-14T14:49:27.730707,ICU,Saline Flush,IV Supplies,92,13,2.33,4,12.11,3.49,2,6,Autumn,27,148.04,0.93,3.24,2,13.78
2026-09-14T14:49:27.732217,Med-Surg,Syringe 10ml,IV Supplies,33,12,1.02,5,6.0,2.07,6,6,Summer,31,83.55,0.79,4.76,3,6.64
2026-09-14T14:49:27.732217,Radiology,Nasal Cannula,Respiratory,26,12,3.52,8,6.24,0.63,1,0,Autumn,30,81.92,0.72,9.6,3,8.04
2026-09-14T14:49:27.733130,Med-Surg,Sterile Gauze,Wound Care,65,10,1.35,2,12.44,6.88,4,6,Autumn,24,131.82,0.99,7.79,2,12.86
2026-09-14T14:49:27.733130,Outpatient Clinic,Nitrile Gloves Medium,PPE,6,6,2.51,5,6.91,3.19,6,22,Spring,22,143.37,0.99,4.17,2,8.71
2026-09-14T14:49:27.734142,Labor and Delivery,Syringe 10ml,IV Supplies,59,13,2.86,6,11.69,5.87,6,17,Summer,16,123.14,0.87,7.04,3,12.6
2026-09-14T14:49:27.734142,Radiology,Foley Catheter Kit,Catheterization,14,6,3.44,2,5.09,2.45,3,23,Autumn,41,54.69,0.95,2.84,3,8.42
2026-09-14T14:49:27.734142,ICU,Nitrile Gloves Large,PPE,75,9,2.24,4,3.13,1.81,5,23,Winter,26,35.12,0.95,4.58,2,3.15
2026-09-14T14:49:27.735650,Med-Surg,Patient Monitoring Leads,Monitoring,92,7,2.64,4,13.91,2.63,0,13,Winter,38,51.15,0.99,7.64,4,17.21
2026-09-14T14:49:27.735650,Emergency Department,Nasal Cannula,Respiratory,83,10,3.62,3,10.12,5.89,2,1,Winter,28,85.56,0.93,8.31,3,11.61
2026-09-14T14:49:27.736329,Outpatient Clinic,Nitrile Gloves Medium,PPE,53,14,3.38,6,7.22,4.88,1,7,Winter,48,53.87,0.89,2.68,2,8.54
2026-09-14T14:49:27.736329,ICU,Patient Monitoring Leads,Monitoring,75,10,2.14,3,12.47,2.45,1,11,Winter,22,92.93,0.9,7.0,4,16.96
2026-09-14T14:49:27.736329,Labor and Delivery,Surgical Tray,Surgical Supplies,52,10,3.18,7,13.67,1.28,3,19,Summer,39,49.21,0.76,6.0,4,12.33
2026-09-14T14:49:27.737338,Labor and Delivery,Sterile Gauze,Wound Care,52,9,1.82,4,5.72,3.87,4,10,Spring,17,139.33,0.92,3.76,2,7.07
2026-09-14T14:49:27.737338,Outpatient Clinic,Patient Monitoring Leads,Monitoring,14,16,1.78,2,5.94,3.96,3,6,Autumn,22,106.26,0.91,9.09,4,4.53
2026-09-14T14:49:27.738343,Med-Surg,IV Start Kit,IV Supplies,78,11,3.0,5,4.57,5.73,3,9,Autumn,23,128.47,0.92,8.25,3,5.46
2026-09-14T14:49:27.738343,Med-Surg,Syringe 10ml,IV Supplies,98,10,3.21,1,6.37,6.48,1,5,Winter,47,73.01,0.73,9.75,3,11.79
2026-09-14T14:49:27.738343,Radiology,Foley Catheter Kit,Catheterization,92,10,3.25,3,12.76,2.96,1,10,Summer,43,60.64,0.83,4.45,3,14.79
2026-09-14T14:49:27.739850,Outpatient Clinic,Foley Catheter Kit,Catheterization,37,14,2.27,1,9.51,4.21,5,23,Autumn,39,55.34,0.73,7.9,3,11.02
2026-09-14T14:49:27.739850,Emergency Department,Nitrile Gloves Large,PPE,46,11,2.45,4,8.31,6.43,4,21,Winter,28,51.82,0.96,6.03,2,11.18
2026-09-14T14:49:27.740858,ICU,Surgical Tray,Surgical Supplies,6,9,1.24,6,13.44,4.72,1,19,Winter,24,30.67,0.97,7.84,4,12.4
2026-09-14T14:49:27.740858,Med-Surg,Oxygen Mask,Respiratory,74,10,2.85,1,8.09,1.46,2,6,Autumn,22,19.99,0.76,7.92,4,11.01
2026-09-14T14:49:27.740858,Med-Surg,Blood Draw Kit,Lab Supplies,84,13,1.03,2,8.57,3.12,3,21,Autumn,44,20.49,0.98,7.76,2,9.76
2026-09-14T14:49:27.741859,Radiology,Sterile Gauze,Wound Care,46,9,1.65,4,6.03,3.09,5,18,Spring,21,143.21,0.98,1.42,2,7.47
2026-09-14T14:49:27.741859,Med-Surg,PPE Gown,PPE,91,9,2.3,4,11.83,3.06,0,12,Spring,24,44.11,0.98,3.07,3,11.25
2026-09-14T14:49:27.741859,ICU,IV Start Kit,IV Supplies,95,14,3.02,0,6.41,5.67,3,16,Summer,18,88.0,0.78,9.41,3,4.2
2026-09-14T14:49:27.742807,Outpatient Clinic,Patient Monitoring Leads,Monitoring,99,10,1.93,6,14.21,2.42,5,3,Summer,31,103.52,0.96,9.97,4,13.72
2026-09-14T14:49:27.743390,Labor and Delivery,Blood Draw Kit,Lab Supplies,72,14,3.48,3,5.78,3.55,4,18,Spring,27,26.76,0.85,7.44,2,6.0
2026-09-14T14:49:27.743390,Surgery,Nasal Cannula,Respiratory,48,7,2.0,6,11.23,6.89,2,20,Autumn,10,108.21,0.78,2.66,3,11.39
2026-09-14T14:49:27.743919,Outpatient Clinic,Nitrile Gloves Large,PPE,65,16,1.87,4,14.83,2.13,6,5,Winter,10,117.89,0.85,9.51,2,17.03
2026-09-14T14:49:27.743919,Radiology,Foley Catheter Kit,Catheterization,24,10,1.79,7,7.82,5.25,4,5,Winter,29,47.81,0.73,3.73,3,10.2
2026-09-14T14:49:27.743919,Outpatient Clinic,PPE Gown,PPE,85,12,2.83,2,8.94,4.97,2,16,Winter,48,130.14,0.99,3.13,3,6.12
2026-09-14T14:49:27.744929,Outpatient Clinic,Nitrile Gloves Large,PPE,44,14,2.81,6,12.04,1.61,0,0,Summer,41,65.06,0.93,5.36,2,13.95
2026-09-14T14:49:27.744929,Surgery,Nasal Cannula,Respiratory,80,12,3.25,2,4.37,3.83,5,17,Summer,48,130.94,0.77,5.05,3,7.54
2026-09-14T14:49:27.745564,Outpatient Clinic,Patient Monitoring Leads,Monitoring,38,9,2.37,6,13.64,6.78,0,11,Spring,23,103.32,0.78,7.63,4,11.86
2026-09-14T14:49:27.745564,Emergency Department,Surgical Tray,Surgical Supplies,9,12,3.29,6,13.05,2.98,6,22,Spring,15,74.07,1.0,3.5,4,11.91
2026-09-14T14:49:27.745564,ICU,Surgical Tray,Surgical Supplies,19,10,1.4,2,6.52,4.53,1,3,Spring,48,107.45,0.78,7.84,4,4.89
2026-09-14T14:49:27.745564,Radiology,Nitrile Gloves Large,PPE,28,17,1.72,2,8.58,5.56,3,13,Spring,22,54.27,0.91,3.82,2,9.49
2026-09-14T14:49:27.747080,Surgery,IV Start Kit,IV Supplies,6,8,3.3,5,14.84,1.96,4,12,Autumn,22,137.31,0.75,7.77,3,13.0
2026-09-14T14:49:27.747080,Surgery,Blood Draw Kit,Lab Supplies,9,10,1.52,3,7.84,2.43,5,8,Summer,41,98.05,0.72,5.02,2,9.63
2026-09-14T14:49:27.748092,Med-Surg,Foley Catheter Kit,Catheterization,43,12,3.33,6,7.96,3.94,6,17,Spring,46,65.53,0.79,5.91,3,9.56
2026-09-14T14:49:27.748092,ICU,Foley Catheter Kit,Catheterization,20,5,3.63,3,13.28,5.88,4,12,Summer,35,38.99,0.74,3.34,3,13.07
2026-09-14T14:49:27.749431,Radiology,Oxygen Mask,Respiratory,91,9,2.72,6,10.5,6.99,2,0,Winter,48,146.18,0.99,1.59,4,12.53
2026-09-14T14:49:27.749431,Emergency Department,Nitrile Gloves Medium,PPE,39,15,1.12,4,7.55,3.55,4,9,Spring,21,60.0,0.98,4.04,2,10.45
2026-09-14T14:49:27.749431,Emergency Department,Nitrile Gloves Medium,PPE,78,12,1.92,2,3.33,0.58,2,19,Summer,40,145.93,0.99,5.45,2,4.45
2026-09-14T14:49:27.750938,ICU,Saline Flush,IV Supplies,66,9,3.63,3,13.84,5.83,3,7,Spring,40,94.97,0.86,6.24,2,16.45
2026-09-14T14:49:27.750938,Radiology,Saline Flush,IV Supplies,14,11,1.56,1,9.64,5.96,5,15,Spring,40,123.01,0.8,4.15,2,7.5
2026-09-14T14:49:27.751945,ICU,Nasal Cannula,Respiratory,55,12,3.68,6,8.67,2.73,4,2,Spring,15,116.65,0.72,6.94,3,10.86
2026-09-14T14:49:27.751945,ICU,Surgical Tray,Surgical Supplies,26,8,1.94,3,11.26,1.64,5,11,Winter,35,72.79,0.7,9.29,4,13.71
2026-09-14T14:49:27.752944,Surgery,Wound Care Pack,Wound Care,83,6,2.78,5,5.83,2.8,6,6,Summer,48,137.34,0.78,9.06,3,4.89
2026-09-14T14:49:27.753454,Labor and Delivery,Syringe 10ml,IV Supplies,75,7,3.05,3,12.64,2.68,6,15,Spring,28,119.44,0.74,2.17,3,11.61
2026-09-14T14:49:27.753987,Labor and Delivery,Nitrile Gloves Large,PPE,40,5,1.49,2,4.84,0.86,6,6,Winter,35,68.61,0.97,6.13,2,6.41
2026-09-14T14:49:27.753987,Emergency Department,Patient Monitoring Leads,Monitoring,53,6,3.02,5,12.15,6.42,3,11,Winter,16,33.05,0.72,6.16,4,13.13
2026-09-14T14:49:27.754998,Surgery,IV Start Kit,IV Supplies,73,14,1.76,1,13.86,4.62,5,14,Spring,38,102.24,0.79,5.12,3,13.42
2026-09-14T14:49:27.754998,Emergency Department,Surgical Tray,Surgical Supplies,84,14,1.14,3,12.47,1.0,6,13,Winter,37,35.9,0.73,7.93,4,12.7
2026-09-14T14:49:27.754998,Emergency Department,Patient Monitoring Leads,Monitoring,71,5,3.45,2,14.76,4.59,0,18,Winter,48,147.93,0.95,3.53,4,15.87
2026-09-14T14:49:27.755999,Labor and Delivery,Wound Care Pack,Wound Care,45,11,3.36,3,9.94,6.89,6,1,Winter,39,11.07,0.81,5.81,3,10.92
2026-09-14T14:49:27.755999,Radiology,Blood Draw Kit,Lab Supplies,57,8,3.67,5,2.37,4.68,4,17,Summer,39,76.15,0.75,9.64,2,2.93
2026-09-14T14:49:27.755999,Med-Surg,Blood Draw Kit,Lab Supplies,29,12,1.06,6,11.7,1.45,4,18,Winter,25,122.06,0.88,2.9,2,14.15
2026-09-14T14:49:27.756995,Labor and Delivery,IV Start Kit,IV Supplies,30,11,1.09,3,13.85,5.06,0,15,Winter,47,44.0,0.96,9.14,3,12.61
2026-09-14T14:49:27.756995,ICU,Blood Draw Kit,Lab Supplies,22,11,1.58,5,10.21,4.03,6,15,Summer,49,15.32,0.89,5.02,2,9.85
2026-09-14T14:49:27.756995,Outpatient Clinic,Nitrile Gloves Large,PPE,6,16,2.15,2,10.2,5.15,1,6,Winter,21,97.38,0.77,7.46,2,12.6
2026-09-14T14:49:27.756995,Labor and Delivery,IV Start Kit,IV Supplies,95,5,1.07,7,4.69,6.51,1,16,Autumn,41,51.56,0.8,1.06,3,7.06
2026-09-14T14:49:27.758501,ICU,Nasal Cannula,Respiratory,71,11,1.09,4,3.5,5.99,2,5,Summer,45,12.56,0.9,7.2,3,4.91
2026-09-14T14:49:27.758501,ICU,Nitrile Gloves Large,PPE,7,7,3.55,2,3.95,3.99,0,6,Spring,46,147.44,0.86,5.52,2,6.08
2026-09-14T14:49:27.759027,Surgery,Nitrile Gloves Medium,PPE,6,10,1.22,5,4.24,6.17,3,15,Winter,44,78.0,0.72,6.64,2,2.57
2026-09-14T14:49:27.759027,Labor and Delivery,PPE Gown,PPE,51,16,3.21,6,14.52,6.46,5,23,Autumn,18,15.73,0.7,6.55,3,14.79
2026-09-14T14:49:27.759027,Labor and Delivery,Wound Care Pack,Wound Care,84,6,2.78,2,11.1,5.43,5,14,Winter,42,122.29,0.98,5.62,3,12.79
2026-09-14T14:49:27.759027,Emergency Department,Saline Flush,IV Supplies,18,10,3.39,3,9.2,4.32,4,21,Winter,28,36.13,0.94,5.38,2,8.66
2026-09-14T14:49:27.760547,ICU,Blood Draw Kit,Lab Supplies,89,6,1.63,3,5.88,4.87,2,3,Autumn,26,28.07,0.85,3.48,2,5.85
2026-09-14T14:49:27.761053,Emergency Department,Syringe 10ml,IV Supplies,13,12,2.26,5,13.08,1.79,5,6,Spring,40,48.22,0.97,2.14,3,14.33
2026-09-14T14:49:27.761053,ICU,Blood Draw Kit,Lab Supplies,67,16,1.81,5,3.48,0.53,6,10,Summer,48,76.7,0.79,2.36,2,1.17
2026-09-14T14:49:27.761053,Outpatient Clinic,Sterile Gauze,Wound Care,41,13,1.23,0,3.33,3.17,1,5,Summer,35,80.16,0.84,9.83,2,2.58
2026-09-14T14:49:27.762058,ICU,Foley Catheter Kit,Catheterization,54,12,3.17,6,14.0,0.6,6,12,Winter,13,9.72,0.84,2.84,3,16.08
2026-09-14T14:49:27.762058,Surgery,Oxygen Mask,Respiratory,25,6,2.88,3,9.3,1.61,4,1,Spring,24,89.23,0.76,2.05,4,11.4
2026-09-14T14:49:27.762058,Surgery,Blood Draw Kit,Lab Supplies,10,7,1.3,2,10.3,1.42,1,11,Autumn,37,91.83,0.7,9.05,2,12.56
2026-09-14T14:49:27.762058,Surgery,Wound Care Pack,Wound Care,39,10,3.37,5,5.48,3.88,6,14,Spring,46,119.87,0.91,2.71,3,4.41
2026-09-14T14:49:27.763060,Radiology,Oxygen Mask,Respiratory,8,4,2.51,1,8.52,2.99,1,19,Summer,20,63.21,0.82,6.99,4,8.82
2026-09-14T14:49:27.763060,Outpatient Clinic,Patient Monitoring Leads,Monitoring,38,10,3.27,4,8.03,1.63,2,7,Spring,13,82.71,0.89,6.97,4,7.91
